Fehezanteny,Sokajinteny
"""Ary Labana niditra tao an-dain'i Jakoba sy tao an-dain'i Lea ary tao an-dain'ny ankiziny roa vavy, fa tsy nahita.""",Mpampitohy Anarana Matoanteny Tambinteny Tambinteny Anarana Mpanoritra Anarana Mpampitohy Tambinteny Tambinteny Anarana Mpanoritra Anarana Mpampitohy Tambinteny Tambinteny Mpanoritra Anarana Mpamaritra Anarana Tambinteny Tambinteny Matoanteny
"""Dia niala tao an-dain'i Lea izy ka niditra tao an-dain-Rahely.""",Mpampitohy Matoanteny Tambinteny Tambinteny Anarana Mpanoritra Anarana Mpisolo Kianteny Matoanteny Tambinteny Tambinteny Anarana Anarana
"""Fa efa nalain-dRahely ny sampy ka nataony tao anatin'ny laselin'ny rameva, dia nipetraka teo amboniny izy.""",Tambinteny Tambinteny Matoanteny Anarana Mpanoritra Anarana Kianteny Matoanteny Tambinteny Tambinteny Mpanoritra Anarana Mpanoritra Anarana Kianteny Matoanteny Tambinteny Tambinteny Mpisolo
"""Ary Labana dia nikaroka eran'ny lay rehetra, fa tsy nahita.""",Mpampitohy Anarana Kianteny Matoanteny Matoanteny Mpanoritra Anarana Mpamaritra Tambinteny Tambinteny Matoanteny
"""Ary hoy Rahely tamin'ny rainy: Aza fady aho, tompokolahy, fa tsy mahazo mitsangana eto anatrehanao aho, satria azon'ny fombam-behivavy.""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpanoritra Anarana Kianteny Matoanteny Mpisolo Anarana Tambinteny Tambinteny Matoanteny Matoanteny Tambinteny Tambinteny Mpisolo Mpampitohy Matoanteny Mpanoritra Anarana Anarana
"""Dia nikaroka fatratra izy, fa tsy nahita ny sampy.""",Mpampitohy Matoanteny Mpamaritra Mpisolo Tambinteny Tambinteny Matoanteny Mpanoritra Anarana
"""Dia tezitra Jakoba ka nifamaly tamin'i Labana; ary namaly Jakoba ka nanao tamin'i Labana hoe: Inona no heloko?""",Mpampitohy Mpamaritra Anarana Kianteny Matoanteny Mpampiankina Mpanoritra Anarana Mpampitohy Matoanteny Anarana Kianteny Matoanteny Mpampiankina Mpanoritra Anarana Tambinteny Mpisolo Kianteny Anarana 
"""Inona no otako, no dia niolomay nanenjika ahy ianao?""",Mpisolo Kianteny Anarana Kianteny Kianteny Matoanteny Matoanteny Mpisolo Mpisolo
"""Fa efa nosavanao avokoa ny entako rehetra, koa inona no fanaka avy tany an-tranonao hitanao tao?""",Tambinteny Tambinteny Matoanteny Mpamaritra Mpanoritra Anarana Mpamaritra Kianteny Mpisolo Kianteny Anarana Tambinteny Tambinteny Tambinteny Anarana Matoanteny Tambinteny
""" Apetraho eto anatrehan'ny havako sy ny havanao izany, hitsarany antsika roa lahy, Izao roa-polo taona izao no nitoerako tany aminao; ny ondrivavinao sy ny osivavinao tsy mba namotsotra, ary tsy mba nihinana ny ondrilahy avy tamin'ny ondrinao aho.""",Matoanteny Tambinteny Tambinteny Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpisolo Matoanteny Mpisolo Mpamaritra Anarana Mpisolo Mpamaritra Mpamaritra Anarana Mpisolo Kianteny Matoanteny Tambinteny Mpisolo Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Tambinteny Kianteny Matoanteny Mpanoritra Anarana Mpamaritra Mpampiankina Mpanoritra Anarana Mpisolo
"""Izay voaviraviram-biby tsy mba nentiko tany aminao, fa izaho no nanolo azy; teo an-tanako no nitadiavanao azy, na ny nangalarina andro, na ny nangalarina alina.""",Mpisolo Matoanteny Anarana Tambinteny Kianteny Matoanteny Mpampiankina Mpisolo Tambinteny Mpisolo Kianteny Matoanteny Mpisolo Tambinteny Tambinteny Anarana Kianteny Matoanteny Mpisolo Kianteny Mpanoritra Matoanteny Anarana Kianteny Mpanoritra Matoanteny Anarana
"""Nony antoandro matin'ny hain'andro aho, ary nony alina dia matin'ny fanala; ary nandositra ny masoko ny torimaso.""",Mpampitohy Anarana Matoanteny Mpanoritra Mpamaritra Anarana Mpisolo Mpampitohy Mpampitohy Anarana Kianteny Matoanteny Mpanoritra Anarana Mpampitohy Matoanteny Mpanoritra Anarana Mpanoritra Anarana
"""Izao roa-polo taona izao no nitoerako tany an-tranonao, ka efatra ambin'ny folo taona no nanompoako anao hahazoako azy mirahavavy zanakao, ary enin-taona kosa hahazoako ny ondry aman'osinao, ary efa nanova ny karamako im-polo ianao.""",Mpisolo Mpamaritra Mpamaritra Anarana Mpisolo Kianteny Matoanteny Tambinteny Tambinteny Anarana Kianteny Mpamaritra Anarana Mpanoritra Mpamaritra Anarana Kianteny Matoanteny Mpisolo Matoanteny Mpisolo Anarana Anarana Mpampitohy Mpamaritra Anarana Mpampitohy Matoanteny Mpanoritra Anarana Anarana Mpampitohy Tambinteny Matoanteny Mpanoritra Anarana Tambinteny Mpamaritra Anarana
"""Raha tsy Andriamanitry ny raiko, dia Andriamanitr'i Abrahama, Ilay natahoran'Isaka, no nomba ahy, dia ho nampandehaninao maina tokoa aho ankehitriny.""",Mpampitohy Tambinteny Anarana Mpanoritra Anarana Kianteny Anarana Mpanoritra Anarana Mpanoritra Matoanteny Anarana Kianteny Matoanteny Mpisolo Kianteny Kianteny Matoanteny Mpamaritra Kianteny Mpisolo Tambinteny
"""Andriamanitra efa nitsinjo ny fahoriako sy ny fisasaran'ny tanako ka nananatra anao halina.""",Anarana Tambinteny Matoanteny Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Kianteny Matoanteny Mpisolo Anarana
"""Dia namaly Labana ka nanao tamin'i Jakoba hoe: Ireo zazavavy ireo dia zanako-vavy ary ireo zazalahy ireo dia zanako-lahy; ary ireo ondry aman'osy ireo dia ondry aman'osiko; ary izao rehetra hitanao izao dia ahy avokoa; ary ahoana no hataoko anio amin'ireto zanako-vavy, na amin'ny zanany naterany?""",Mpampitohy Matoanteny Anarana Kianteny Matoanteny Mpampiankina Mpanoritra Anarana Tambinteny Mpisolo Anarana Mpisolo Kianteny Anarana Anarana Mpampitohy Mpisolo Anarana Mpisolo Kianteny Anarana Anarana Mpampitohy Mpisolo Anarana Mpampiankina Anarana Mpisolo Kianteny Anarana Mpampiankina Anarana Mpampitohy Mpisolo Mpamaritra Matoanteny Mpisolo Kianteny Mpisolo Mpamaritra Mpampitohy Tambinteny Kianteny Matoanteny Tambinteny Mpampiankina Mpisolo Anarana Anarana Kianteny Mpampiankina Mpanoritra Anarana Matoanteny
"""Koa ankehitriny avia hanao fanekena isika, dia izaho sy ianao, ka aoka ho vavolombelona amiko sy aminao izany.""",Kianteny Tambinteny Matoanteny Matoanteny Anarana Mpisolo Kianteny Mpisolo Mpampitohy Mpisolo Kianteny Tenim-piotanana Kianteny Matoanteny Mpisolo Mpampitohy Mpisolo Mpisolo
"""Dia naka vato iray Jakoba ka nanangana azy ho tsangam-bato.""",Mpampitohy Matoanteny Anarana Mpamaritra Anarana Kianteny Matoanteny Mpisolo Kianteny Anarana Anarana
"""Ary hoy Jakoba tamin'ireo havany: Manangòna vato; dia naka vato izy, ka nataony antontany; ary dia nihinana teo anilan'ny antontam-bato izy rehetra.""",Mpampitohy Tambinteny Anarana Mpampiankina Mpisolo Anarana Matoanteny Anarana Kianteny Matoanteny Anarana Mpisolo Kianteny Matoanteny Anarana Mpampitohy Kianteny Matoanteny Tambinteny Tambinteny Mpanoritra Anarana Anarana Mpisolo Mpamaritra
"""Ary ny anaran'ny antontam-bato dia nataon'i Labana hoe Jegara-sahadota; fa Jakoba kosa nanao azy hoe Galeda.""",Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Anarana Kianteny Matoanteny Mpanoritra Anarana Tambinteny Anarana Anarana Tambinteny Anarana Mpampitohy Matoanteny Mpisolo Tambinteny Anarana
"""Ary hoy Labana: Ity antontam-bato ity no vavolombelona amintsika anio.""",Mpampitohy Mpamaritra Anarana Mpisolo Anarana Anarana Mpisolo Kianteny Anarana Mpampiankina Tambinteny
"""Izany no nanaovany ny anarany hoe Galeda.""",Mpisolo Kianteny Matoanteny Mpanoritra Anarana Tambinteny Anarana
"""Ary nataony hoe Mizpa koa izy, fa hoy izy: Jehovah hitazana ahy sy ianao, rehefa tsy mifankahita isika.""",Mpampitohy Matoanteny Tambinteny Anarana Kianteny Mpisolo Tambinteny Mpamaritra Mpisolo Anarana Matoanteny Mpisolo Mpampitohy Mpisolo Tambinteny Tambinteny Matoanteny Mpisolo
"""Raha tahìny hampahory ny zanako-vavy ianao, na hanambady afa-tsy ireo zanako-vavy ireo ihany, tsy misy olona eto amintsika, fa, indro, Andriamanitra no ho vavolombelona amintsika.""",Mpampitohy Matoanteny Matoanteny Mpanoritra Anarana Anarana Mpisolo Kianteny Matoanteny Matoanteny Tambinteny Mpisolo Anarana Anarana Mpisolo Tambinteny Tambinteny Matoanteny Anarana Tambinteny Mpampiankina Tambinteny Tambinteny Anarana Kianteny Kianteny Anarana Mpampiankina 
"""Ary hoy indray Labana tamin'i Jakoba: Indro ity antontam-bato ity, ary indro ity tsangam-bato ity izay naoriko eto anelanelantsika, izaho sy ianao; dia aoka ho vavolombelona ity antontam-bato ity, ary aoka ho vavolombelona ity tsangam-bato ity, mba tsy hihoarako ity antontam-bato ity hankany aminao, ary mba tsy hihoaranao ity antontam-bato ity sy ity tsangam-bato ity hankatỳ amiko kosa hanisy ratsy.""",Mpampitohy Mpamaritra Tambinteny Anarana Mpampiankina Mpanoritra Anarana Tambinteny Mpisolo Anarana Anarana Mpisolo Mpampitohy Tambinteny Mpisolo Anarana Anarana Mpisolo Mpisolo Matoanteny Tambinteny Anarana Mpisolo Mpampitohy Mpisolo Kianteny Tambinteny Kianteny Anarana Mpisolo Anarana Anarana Mpisolo Mpampitohy Tenim-piotanana Kianteny Anarana Mpisolo Anarana Anarana Mpisolo Tambinteny Tambinteny Matoanteny Mpisolo Anarana Anarana Mpisolo Matoanteny Mpampiankina Mpampitohy Tambinteny Tambinteny Matoanteny Mpisolo Anarana Anarana Mpisolo Mpampitohy Mpisolo Anarana Anarana Mpisolo Matoanteny Mpampiankina Mpampitohy Matoanteny Mpamaritra
"""Ny andriamanitr'i Abrahama sy ny andriamanitr'i Nahora, dia ny andriamanitry ny rain'izy mirahalahy anie hitsara antsika.""",Mpanoritra Anarana Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Kianteny Mpanoritra Anarana Mpanoritra Anarana Mpisolo Matoanteny Kianteny Matoanteny Mpampiankina
"""Fa Ilay natahoran'i Isaka rainy kosa no nianianan'i Jakoba.""",Tambinteny Mpanoritra Matoanteny Mpanoritra Anarana Anarana Mpampitohy Kianteny Matoanteny Mpanoritra Anarana
"""Dia namono zavatra hatao fanatitra teo an-tendrombohitra Jakoba ka nanasa ny havany mba hihinan-kanina; dia nihinana izy ka nitoetra teo an-tendrombohitra nandritra ny alina, Dia namono zavatra hatao fanatitra teo an-tendrombohitra Jakoba ka nanasa ny havany mba hihinan-kanina; dia nihinana izy ka nitoetra teo an-tendrombohitra nandritra ny alina, Ary nifoha maraina koa Labana, dia nanoroka ny zananilahy sy ny zananivavy ka nitso-drano azy; dia lasa nandeha Labana nody any amin'ny fonenany.""",Mpampitohy Matoanteny Anarana Matoanteny Anarana Tambinteny Tambinteny Anarana Anarana Kianteny Matoanteny Mpanoritra Anarana Kianteny Matoanteny Anarana Kianteny Matoanteny Mpisolo Kianteny Matoanteny Tambinteny Tambinteny Anarana Matoanteny Mpanoritra Anarana Kianteny Anarana Matoanteny Anarana Tambinteny Tambinteny Anarana Anarana Kianteny Matoanteny Mpanoritra Anarana Kianteny Matoanteny Anarana Kianteny Mpisolo Kianteny Matoanteny Tambinteny Tambinteny Anarana Matoanteny Mpanoritra Anarana Mpampitohy Matoanteny Matoanteny Kianteny Anarana Kianteny Matoanteny Mpanoritra Anarana Mpampitohy Anarana Kianteny Matoanteny Anarana Mpisolo Kianteny Matoanteny Matoanteny Anarana Matoanteny Tambinteny Mpampiankina Mpanoritra Anarana
"""Ary Jakoba nizotra tamin'ny lalan-kalehany, dia nisy anjelin'Andriamanitra nitsena azy.""",Mpampitohy Anarana Matoanteny Mpampiankina Mpanoritra Anarana Anarana Kianteny Matoanteny Anarana Anarana Matoanteny Mpisolo
"""Ary hoy Jakoba, raha nahita ireo: Tobin'Andriamanitra ity; ary ny anaran'izany tany izany nataony hoe Mahanaima.""",Mpampitohy Mpamaritra Anarana Mpampitohy Matoanteny Mpisolo Anarana Anarana Mpisolo Mpampitohy Mpanoritra Anarana Mpisolo Anarana Mpisolo Matoanteny Kianteny Anarana 
"""Ary nandefa iraka Jakoba hialoha azy ho any amin'i Esao rahalahiny, ho any Seira, tanin'i Edoma.""",Mpampitohy Matoanteny Matoanteny Anarana Matoanteny Mpisolo Kianteny Tambinteny Mpampiankina Mpanoritra Anarana Anarana Kianteny Tambinteny Anarana Anarana Mpanoritra Anarana
"""Ary nanome teny azy izy ka nanao hoe: Izao no holazainareo amin'i Esao tompoko: Izao no tenin'i Jakoba mpanomponao: Efa nivahiny tany amin'i Labana aho ka nitoetra tany mandraka ankehitriny; ary manana omby sy boriky sy ondry aman'osy ary andevolahy aho; dia efa mba naniraka hanambara aminao tompokolahy ihany aho mba hahitako fitia eo imasonao.""",Mpampitohy Matoanteny Anarana Mpisolo Mpisolo Kianteny Matoanteny Tambinteny Mpisolo Kianteny Matoanteny Mpampiankina Mpanoritra Anarana Anarana Mpisolo Kianteny Anarana Mpanoritra Anarana Anarana Tambinteny Matoanteny Tambinteny Mpampiankina Mpanoritra Anarana Mpisolo Kianteny Matoanteny Tambinteny Matoanteny Tambinteny Mpampitohy Matoanteny Anarana Mpampitohy Anarana Mpampitohy Anarana Mpampiankina Anarana Mpampitohy Anarana Mpisolo Kianteny Tambinteny Tambinteny Matoanteny Matoanteny Mpampiankina Anarana Tambinteny Mpisolo Tambinteny Matoanteny Anarana Tambinteny Tambinteny
"""Dia niverina tany amin'i Jakoba ny iraka ka nanao hoe: Tafahaona tamin'i Esao rahalahinao izahay, ary izy koa dia avy hitsena anao mitondra olona efa-jato lahy.""",Mpampitohy Matoanteny Tambinteny Mpampiankina Mpanoritra Anarana Mpanoritra Anarana Kianteny Matoanteny Tambinteny Matoanteny Mpampiankina Mpanoritra Anarana Anarana Mpisolo Mpampitohy Mpisolo Kianteny Kianteny Tambinteny Matoanteny Mpisolo Matoanteny Anarana Mpamaritra Anarana Anarana
"""Dia natahotra indrindra Jakoba ka poritra dia poritra; dia nozarainy roa toko ny olona izay nomba azy mbamin'ny ondry aman'osy sy ny omby ary ny rameva; fa hoy izy: Raha tafahaona amin'ny antokony anankiray Esao ka mamely azy, dia handositra kosa ny antokony anankiray.""",Mpampitohy Matoanteny Tambinteny Anarana Kianteny Matoanteny Kianteny Anarana Kianteny Matoanteny Mpamaritra Anarana Mpanoritra Anarana Mpisolo Matoanteny Mpisolo Mpampiankina Mpanoritra Anarana Mpampiankina Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Tambinteny Mpamaritra Mpisolo Mpampitohy Matoanteny Mpampiankina Mpanoritra Anarana Mpamaritra Anarana Kianteny Matoanteny Mpisolo Kianteny Matoanteny Mpampitohy Mpanoritra Anarana 
"""Ary hoy Jakoba: E Andriamanitr'i Abrahama raiko, sady Andriamanitr'Isaka raiko, dia Jehovah Izay efa nanao tamiko hoe: Modia any amin'ny taninao sy any amin'ny havanao dia hanao soa aminao Aho; tsy mendrika ho nahazo na kely akory aza aho tamin'ny famindram-po rehetra sy ny fahamarinana rehetra, izay nataonao tamiko mpanomponao; fa tsy nitondra na inona na inona afa-tsy ny tehiko ihany aho fony nita ity Jordana ity; nefa ankehitriny efa tonga toby roa aho.""",Mpampitohy Mpamaritra Anarana Tenim-piotanana Anarana Mpanoritra Anarana Anarana Mpampitohy Anarana Anarana Anarana Kianteny Anarana Mpisolo Tambinteny Matoanteny Mpampiankina Tambinteny Matoanteny Tambinteny Mpampiankina Mpanoritra Anarana Mpampitohy Tambinteny Mpampiankina Mpanoritra Anarana Kianteny Matoanteny Mpamaritra Mpampiankina Mpisolo Tambinteny Mpamaritra Kianteny Matoanteny Kianteny Mpamaritra Tambinteny Kianteny Mpisolo Mpampiankina Mpanoritra Anarana Anarana Mpamaritra Mpampitohy Mpanoritra Anarana Mpamaritra Mpisolo Matoanteny Mpampiankina Anarana Tambinteny Tambinteny Matoanteny Kianteny Mpisolo Kianteny Mpisolo Matoanteny Tambinteny Mpanoritra Anarana Tambinteny Mpisolo Mpampitohy Matoanteny Mpisolo Anarana Mpisolo Mpampitohy Tambinteny Tambinteny Matoanteny Anarana Mpamaritra Mpisolo
"""O vonjeo aho amin'ny tanan'ny rahalahiko, dia amin'ny tànan'i Esao; fa matahotra azy aho, fandrao avy mamely ahy mbamin'ny vadiko aman-janako izy.""",Tenim-piotanana Matoanteny Mpisolo Mpampiankina Mpanoritra Anarana Mpanoritra Anarana Kianteny Mpampiankina Mpanoritra Anarana Mpanoritra Anarana Tambinteny Matoanteny Mpisolo Mpisolo Matoanteny Kianteny Matoanteny Mpisolo Mpampiankina Mpanoritra Anarana Mpampiankina Anarana Mpisolo
"""Fa Hianao efa nanao hoe: Hanisy soa anao tokoa Aho, ka hataoko maro ny taranakao ho tahaka ny fasika any an-dranomasina, izay tsy azo isaina noho ny hamaroany.""",Tambinteny Mpisolo Tambinteny Matoanteny Tambinteny Matoanteny Mpamaritra Mpisolo Tambinteny Mpisolo Kianteny Matoanteny Mpamaritra Mpanoritra Anarana Kianteny Mpamaritra Mpanoritra Anarana Tambinteny Tambinteny Anarana Mpisolo Tambinteny Kianteny Matoanteny Mpampitohy Mpanoritra Matoanteny
"""Dia nitoetra teo izy tamin'iny alina iny; ary naka tamin'izay teo an-tànany izy mba hampanaterina ho an'i Esao rahalahiny, dia osivavy roan-jato sy osilahy roa-polo, ondrivavy roan-jato sy ondrilahy roa-polo ary rameva telo-polo ampianahany, vantotr'ombivavy efa-polo sy vantotr'ombilahy folo, borikivavy roa-polo ary zana-boriky folo.""",Mpampitohy Matoanteny Tambinteny Mpisolo Mpampiankina Mpisolo Anarana Mpisolo Mpampitohy Matoanteny Mpampiankina Mpisolo Tambinteny Tambinteny Anarana Mpisolo Tambinteny Matoanteny Kianteny Tambinteny Mpanoritra Anarana Anarana Kianteny Anarana Mpamaritra Mpamaritra Mpampitohy Anarana Mpamaritra Mpamaritra Anarana Mpamaritra Mpamaritra Mpampitohy Anarana Mpamaritra Mpamaritra Mpampitohy Anarana Mpamaritra Mpamaritra Anarana Mpamaritra Anarana Mpamaritra Mpamaritra Mpampitohy Mpamaritra Anarana Mpamaritra Anarana Mpamaritra Mpamaritra Mpampitohy Anarana Anarana Mpamaritra
"""Dia natolony teo an-tànan'ny mpanompony ireny, mitokantokana isan-toko; ary hoy izy tamin'ny mpanompony: Mandehana eo alohako, ary asio elanelany eo amin'ny isan-toko.""",Mpampitohy Matoanteny Tambinteny Tambinteny Anarana Mpanoritra Anarana Mpisolo Matoanteny Anarana Anarana Mpampitohy Mpamaritra Mpisolo Mpampiankina Mpanoritra Anarana Matoanteny Tambinteny Tambinteny Mpampitohy Matoanteny Tambinteny Tambinteny Mpampiankina Mpanoritra Anarana Anarana
"""Dia nanome teny ny voalohany izy ka nanao hoe: Raha mifanena aminao Esao rahalahiko ka manontany anao hoe: An'iza ianao?""",Mpampitohy Matoanteny Anarana Mpanoritra Anarana Mpisolo Kianteny Matoanteny Tambinteny Mpampitohy Matoanteny Mpampiankina Anarana Anarana Kianteny Matoanteny Mpisolo Tambinteny Tambinteny Mpisolo Mpisolo  
"""Ary hankaiza moa?""",Mpampitohy Matoanteny Kianteny 
"""Ary an'iza ireo alohanao?""",Mpampitohy Tambinteny Mpisolo Mpisolo Tambinteny
"""Dia lazaonao hoe: An'i Jakoba mpanomponao ireo, dia zavatra nampanaterina ho an'itompokolahy Esao; ary indro koa izy ao aorianay ao.""",Mpampitohy Matoanteny Tambinteny Tambinteny Mpanoritra Anarana Anarana Mpisolo Kianteny Anarana Matoanteny Kianteny Tambinteny Anarana Anarana Mpampitohy Tambinteny Kianteny Mpisolo Tambinteny Tambinteny Tambinteny 
"""Ary nanome teny ny faharoa sy ny fahatelo koa izy, ary izay rehetra nandeha nanaraka ny isan-toko, ka nanao hoe: Araka izany teny izany no lazaonareo amin'i Esao, raha hitanareo izy.""",Mpampitohy Matoanteny Anarana Mpanoritra Mpamaritra Mpampitohy Mpanoritra Mpamaritra Kianteny Mpisolo Mpampitohy Mpisolo Mpamaritra Matoanteny Matoanteny Mpanoritra Anarana Anarana Kianteny Matoanteny Tambinteny Mpampiankina Mpisolo Anarana Mpisolo Kianteny Anarana Mpampiankina Mpanoritra Anarana Mpampitohy Matoanteny Mpisolo
"""Ary lazao hoe koa: Indro, Jakoba mpanomponao ao aorianay ao.""",Mpampitohy Matoanteny Tambinteny Kianteny Tambinteny Anarana Anarana Tambinteny Tambinteny Tambinteny
"""Fa hoy izy: Hampionona ny hatezerany aho amin'ireo zavatra nampialohaviko ireo, ary rehefa afaka izany, dia vao hahita ny tavany aho; angamba hahazo fitia aminy aho.""",Tambinteny Mpamaritra Mpisolo Matoanteny Mpanoritra Anarana Mpisolo Mpampiankina Mpisolo Anarana Matoanteny Mpisolo Mpampitohy Tambinteny Matoanteny Mpisolo Kianteny Kianteny Matoanteny Mpanoritra Anarana Mpisolo Tambinteny Matoanteny Anarana Mpampiankina Mpisolo
"""Ary dia lasa nialoha azy ireny zavatra nampanateriny ireny; fa izy mbola nitoetra teo amin'ny toby ihany tamin'iny alina iny.""",Mpampitohy Kianteny Matoanteny Matoanteny Mpisolo Mpisolo Anarana Matoanteny Mpisolo Kianteny Mpisolo Tambinteny Matoanteny Tambinteny Mpampiankina Mpanoritra Anarana Tambinteny Mpampiankina Mpisolo Anarana Mpisolo
"""Dia nitsangana tamin 'iny alina iny ihany izy ka nitondra ny vadiny roa vavy sy ny ankizivaviny roa ary ny zananilahy iraika ambin'ny folo, dia nita tamin'ny fitàna tao Jaboka izy.""",Mpampitohy Matoanteny Mpampiankina Mpisolo Anarana Mpisolo Tambinteny Mpisolo Kianteny Matoanteny Mpanoritra Anarana Mpamaritra Anarana Mpampitohy Mpanoritra Anarana Mpamaritra Mpampitohy Mpanoritra Anarana Mpamaritra Anarana Mpanoritra Mpamaritra Kianteny Matoanteny Mpampiankina Mpanoritra Anarana Tambinteny Anarana Mpisolo
"""Ary naka azy ireo izy, dia nampita azy tamin'ny renirano, ary nampita ny fananany koa izy.""",Mpampiankina Matoanteny Mpisolo Mpisolo Mpisolo Kianteny Matoanteny Mpisolo Mpampiankina Mpanoritra Anarana Mpampitohy Matoanteny Mpanoritra Anarana Kianteny Mpisolo
"""Dia Jakoba irery no sisa nitoetra teo; ary nisy lehilahy anankiray nitolona taminy ambara-pahazavaratsin'ny andro.""",Mpampitohy Anarana Mpisolo Kianteny Mpamaritra Matoanteny Tambinteny Mpampitohy Matoanteny Anarana Mpamaritra Matoanteny Mpampiankina Anarana Anarana Mpanoritra Anarana
"""Ary rehefa hitany fa tsy naharesy azy izy, dia notendreny ny foto-peny; ka dia nivika ny foto-pen'i Jakoba, raha mbola nitolona taminy Izy.""",Mpampitohy Tambinteny Matoanteny Tambinteny Tambinteny Matoanteny Mpisolo Mpisolo Kianteny Matoanteny Mpanoritra Anarana Anarana Kianteny Kianteny Matoanteny Mpanoritra Anarana Anarana Mpanoritra Anarana Mpampitohy Tambinteny Matoanteny Mpampiankina Mpisolo
